alpha_3,ADM0_PCODE,ADM0_REF,ADM1_PCODE,ADM1_REF,ADM2_PCODE,ADM2_REF,ADM3_PCODE,ADM3_REF,ADM_LEVEL,ADM_PCODE,ADM_REF,Season,CHIRPS_mean,CHIRPS_min,CHIRPS_max
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010101,Tahtay Adiyabo,3,ET010101,Tahtay Adiyabo,marmay,-19.81198,-24.44487,-14.20597
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010102,Laelay Adiabo,3,ET010102,Laelay Adiabo,marmay,-24.41251,-29.51899,-17.816
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010103,Zana,3,ET010103,Zana,marmay,-10.30139,-19.82733,1.00363
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010104,Tahtay Koraro,3,ET010104,Tahtay Koraro,marmay,-18.58073,-28.6212,-11.4296
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010105,Asgede,3,ET010105,Asgede,marmay,-18.02948,-25.51661,-12.74633
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010106,Tselemti,3,ET010106,Tselemti,marmay,-5.16056,-16.21407,17.10838
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010107,Sheraro town,3,ET010107,Sheraro town,marmay,-23.15064,-24.29201,-21.78113
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010108,Indasilassie town,3,ET010108,Indasilassie town,marmay,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010109,Selekleka,3,ET010109,Selekleka,marmay,-14.31366,-16.87158,-10.7575
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010110,Seyemti Adyabo,3,ET010110,Seyemti Adyabo,marmay,-26.39635,-31.27607,-21.61107
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010111,Adi Daero,3,ET010111,Adi Daero,marmay,-25.73303,-25.73982,-25.72624
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010112,Adi Hageray,3,ET010112,Adi Hageray,marmay,-23.02307,-27.94039,-16.13984
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010113,Tsimbla,3,ET010113,Tsimbla,marmay,-15.72101,-22.61619,-6.96644
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010114,Endabaguna town,3,ET010114,Endabaguna town,marmay,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010115,Dima (TG),3,ET010115,Dima (TG),marmay,-2.6779,-15.86975,6.67769
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010116,May Tsebri town,3,ET010116,May Tsebri town,marmay,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010201,Chila,3,ET010201,Chila,marmay,-17.81549,-21.39235,-13.507
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010202,Aheferom,3,ET010202,Aheferom,marmay,-22.10533,-31.7135,-16.78489
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010203,Edaga arbi,3,ET010203,Edaga arbi,marmay,-6.98969,-12.55726,-0.5918
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010204,Adwa,3,ET010204,Adwa,marmay,-13.86026,-20.11863,-6.75082
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010205,Laelay Maychew,3,ET010205,Laelay Maychew,marmay,-16.2903,-23.20564,-8.28341
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010206,Tahtay Mayechew,3,ET010206,Tahtay Mayechew,marmay,-16.33134,-19.37739,-11.40399
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010207,Adet,3,ET010207,Adet,marmay,-7.35198,-19.40195,1.75156
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010208,Kola Temben,3,ET010208,Kola Temben,marmay,-4.38485,-12.41203,3.49329
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010209,Naeder,3,ET010209,Naeder,marmay,-10.11653,-16.51022,-4.57121
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010210,Abergele (TG),3,ET010210,Abergele (TG),marmay,-9.68484,-20.96651,5.63042
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010211,Abi Adi town,3,ET010211,Abi Adi town,marmay,-19.19458,-19.19458,-19.19458
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010212,Adwa town,3,ET010212,Adwa town,marmay,-16.54609,-16.54609,-16.54609
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010213,Axum town,3,ET010213,Axum town,marmay,-16.21646,-16.21646,-16.21646
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010214,Rama,3,ET010214,Rama,marmay,-18.00494,-20.88083,-13.11922
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010215,Ahsea,3,ET010215,Ahsea,marmay,-15.97298,-19.37917,-7.36839
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010216,Egela,3,ET010216,Egela,marmay,-19.48105,-25.93008,-7.31956
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010217,Hahayle,3,ET010217,Hahayle,marmay,-16.88816,-23.3355,-9.56233
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010218,Endafelasi,3,ET010218,Endafelasi,marmay,-7.14711,-13.33956,-0.4133
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010219,Emba Sieneti,3,ET010219,Emba Sieneti,marmay,-13.79204,-25.41395,-0.57359
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010220,Enticho town,3,ET010220,Enticho town,marmay,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010221,Keyhe tekli,3,ET010221,Keyhe tekli,marmay,-9.53597,-17.61898,0.29041
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010222,Tanqua Melashe,3,ET010222,Tanqua Melashe,marmay,-15.80029,-21.46078,-8.53971
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010301,Gulo Mekeda,3,ET010301,Gulo Mekeda,marmay,-31.99825,-39.85871,-25.67169
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010302,Erob,3,ET010302,Erob,marmay,-29.15351,-50.17166,-1.04572
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010303,Saesie,3,ET010303,Saesie,marmay,-30.46949,-55.21315,-16.71173
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010304,Ganta Afeshum,3,ET010304,Ganta Afeshum,marmay,-30.71424,-38.26483,-24.06705
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010305,Hawzen,3,ET010305,Hawzen,marmay,-16.98802,-32.06198,-0.95407
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010306,Kelete Awelallo,3,ET010306,Kelete Awelallo,marmay,-14.15807,-16.71505,-8.72733
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010307,Atsbi,3,ET010307,Atsbi,marmay,-19.18806,-26.30029,-7.60123
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010308,Adigrat town,3,ET010308,Adigrat town,marmay,-35.93959,-35.93959,-35.93959
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010309,Wukro town,3,ET010309,Wukro town,marmay,-12.4445,-12.4445,-12.4445
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010310,Bizet,3,ET010310,Bizet,marmay,-24.3688,-29.42939,-19.99088
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010311,Edaga Hamus town,3,ET010311,Edaga Hamus town,marmay,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010312,Hawzen town,3,ET010312,Hawzen town,marmay,-11.48888,-11.48888,-11.48888
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010313,Freweyni town,3,ET010313,Freweyni town,marmay,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010314,Tsaeda Emba,3,ET010314,Tsaeda Emba,marmay,-16.97101,-28.6812,1.1803
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010315,Atsbi town,3,ET010315,Atsbi town,marmay,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010316,Agulae,3,ET010316,Agulae,marmay,-16.96755,-28.25341,-3.95495
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010317,Geraleta,3,ET010317,Geraleta,marmay,-14.62161,-21.20683,-10.20223
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010318,Zala Anbesa town,3,ET010318,Zala Anbesa town,marmay,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010401,Selewa,3,ET010401,Selewa,marmay,-6.24574,-19.87677,2.83158
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010402,Bora (TG),3,ET010402,Bora (TG),marmay,-7.15298,-18.40381,0.65139
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010403,Neqsege,3,ET010403,Neqsege,marmay,-7.42336,-21.14201,2.20123
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010404,Emba Alaje,3,ET010404,Emba Alaje,marmay,4.12815,-4.12189,9.18723
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010405,Endamehoni,3,ET010405,Endamehoni,marmay,-1.8633,-25.92045,12.65494
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010406,Raya Azebo,3,ET010406,Raya Azebo,marmay,11.74411,-15.3015,35.95555
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010407,Raya Alamata,3,ET010407,Raya Alamata,marmay,4.09303,-21.25514,28.61383
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010408,Ofla,3,ET010408,Ofla,marmay,-9.85384,-24.19974,12.79227
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010409,Maichew town,3,ET010409,Maichew town,marmay,12.59409,12.59409,12.59409
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010410,Korem town,3,ET010410,Korem town,marmay,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010411,Alamata town,3,ET010411,Alamata town,marmay,11.28642,11.28642,11.28642
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010412,Mekhoni town,3,ET010412,Mekhoni town,marmay,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010413,Zata,3,ET010413,Zata,marmay,-16.78238,-28.61356,-0.38831
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010414,Chercher,3,ET010414,Chercher,marmay,26.54084,0.58896,57.77258
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010501,Kafta Humera,3,ET010501,Kafta Humera,marmay,-18.40743,-29.3435,-6.7906
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010502,Welkait,3,ET010502,Welkait,marmay,-18.32908,-31.17216,-7.85374
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010503,Tsegede (TG),3,ET010503,Tsegede (TG),marmay,-13.66345,-23.7475,-1.35927
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010504,Setit Humera,3,ET010504,Setit Humera,marmay,-21.19976,-23.49441,-19.86733
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010505,May Kadra,3,ET010505,May Kadra,marmay,-19.74979,-30.03357,-12.39907
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010506,Dansha town,3,ET010506,Dansha town,marmay,-14.20743,-19.40327,-0.96595
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010507,Awra (TG),3,ET010507,Awra (TG),marmay,-19.19733,-28.18028,-10.60239
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010508,Korarit,3,ET010508,Korarit,marmay,-14.61756,-17.93549,-10.68504
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010509,May Gaba,3,ET010509,May Gaba,marmay,-8.93758,-8.93758,-8.93758
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010601,Saharti,3,ET010601,Saharti,marmay,-15.52082,-22.43713,-8.21352
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010602,Enderta,3,ET010602,Enderta,marmay,-13.48597,-23.62699,-3.03985
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010603,Hintalo,3,ET010603,Hintalo,marmay,-5.81918,-18.20928,8.26838
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010604,Degua Temben,3,ET010604,Degua Temben,marmay,-17.58258,-21.38987,-10.88446
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010605,Hagere Selam town,3,ET010605,Hagere Selam town,marmay,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010606,Samre,3,ET010606,Samre,marmay,-8.81997,-20.9163,2.38435
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010607,Adigudom,3,ET010607,Adigudom,marmay,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010608,Wajirat,3,ET010608,Wajirat,marmay,5.5069,-12.36272,32.10825
ETH,ET,Ethiopia,ET01,Tigray,ET0107,Mekelle,ET010701,Mekelle,3,ET010701,Mekelle,marmay,-14.19984,-22.39856,-3.18348
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020101,Dubti,3,ET020101,Dubti,marmay,53.71236,21.05854,97.77486
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020102,Elidar,3,ET020102,Elidar,marmay,32.46347,7.1879,75.55927
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020103,Asayita,3,ET020103,Asayita,marmay,10.76083,-8.87035,30.90287
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020104,Afambo,3,ET020104,Afambo,marmay,-1.91402,-10.14821,16.32115
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020105,Mile,3,ET020105,Mile,marmay,59.22331,18.38705,99.3497
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020106,Chifra,3,ET020106,Chifra,marmay,63.93361,13.60777,108.09283
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020107,Dubti town,3,ET020107,Dubti town,marmay,,,
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020108,Kori,3,ET020108,Kori,marmay,63.04394,25.12607,91.93171
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020109,Adar,3,ET020109,Adar,marmay,40.94238,-9.28238,88.07683
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020110,Gerani,3,ET020110,Gerani,marmay,15.60483,-8.00719,59.17764
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020111,Asayita town,3,ET020111,Asayita town,marmay,11.56958,11.27389,11.86527
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020198,Samera Logiya town,3,ET020198,Samera Logiya town,marmay,41.34258,40.30117,42.38399
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020201,Erebti,3,ET020201,Erebti,marmay,12.76781,-26.58794,34.14822
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020202,Kunneba,3,ET020202,Kunneba,marmay,-18.85953,-28.12804,-4.85628
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020203,Abaala,3,ET020203,Abaala,marmay,-14.30631,-21.8437,2.46232
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020204,Megale,3,ET020204,Megale,marmay,19.93069,-3.0789,40.19646
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020205,Berahile,3,ET020205,Berahile,marmay,12.60744,-30.22125,46.30153
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020206,Dalol,3,ET020206,Dalol,marmay,5.59839,-20.41005,30.95692
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020207,Afdera,3,ET020207,Afdera,marmay,25.20161,-1.99581,55.56825
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020208,Bidu,3,ET020208,Bidu,marmay,33.7838,16.45132,70.94041
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020209,Abaala town,3,ET020209,Abaala town,marmay,-17.14675,-19.60494,-15.53825
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020301,Amibara,3,ET020301,Amibara,marmay,25.7699,-7.12744,78.42233
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020302,Awash,3,ET020302,Awash,marmay,41.16019,-1.40977,82.47932
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020303,Gewane,3,ET020303,Gewane,marmay,-10.00215,-39.8485,20.30061
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020304,Dulecha,3,ET020304,Dulecha,marmay,-6.63685,-24.10603,10.14655
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020305,Gelalu,3,ET020305,Gelalu,marmay,-12.30857,-20.90179,-1.85773
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020306,Arguba,3,ET020306,Arguba,marmay,-6.66338,-25.39702,13.81648
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020307,Hanruka,3,ET020307,Hanruka,marmay,10.18162,-28.04103,43.02031
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020396,Awash town,3,ET020396,Awash town,marmay,,,
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020401,Awra (AF),3,ET020401,Awra (AF),marmay,45.51559,19.01218,71.19667
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020402,Euwa,3,ET020402,Euwa,marmay,41.8134,12.2704,74.27921
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020403,Teru,3,ET020403,Teru,marmay,38.43276,15.60161,63.07855
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020404,Yalo,3,ET020404,Yalo,marmay,31.59407,17.4104,57.3838
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020405,Gulina,3,ET020405,Gulina,marmay,44.91609,21.64735,65.76511
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020501,Telalek,3,ET020501,Telalek,marmay,10.28249,-13.14038,30.86977
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020502,Samurobi,3,ET020502,Samurobi,marmay,2.31797,-15.52339,23.27448
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020503,Dawe,3,ET020503,Dawe,marmay,-0.25948,-11.27432,13.72539
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020504,Dalefage,3,ET020504,Dalefage,marmay,-7.6493,-19.88157,12.08601
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020505,Hadelela,3,ET020505,Hadelela,marmay,-3.18789,-23.01578,12.29178
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030101,Addi Arekay,3,ET030101,Addi Arekay,marmay,0.04325,-12.0129,18.77089
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030102,Beyeda,3,ET030102,Beyeda,marmay,-2.15597,-29.51978,25.51868
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030103,Janamora,3,ET030103,Janamora,marmay,13.65342,-1.83747,29.38309
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030104,Debark,3,ET030104,Debark,marmay,-0.318,-9.94983,16.07498
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030105,Dabat,3,ET030105,Dabat,marmay,-3.73367,-12.05038,3.63808
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030106,Dabat town,3,ET030106,Dabat town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030119,Telemt,3,ET030119,Telemt,marmay,-3.14723,-23.90136,11.03981
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030198,Debark town,3,ET030198,Debark town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030201,Ebenat,3,ET030201,Ebenat,marmay,-13.005,-28.05397,-1.68435
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030202,Libokemekem,3,ET030202,Libokemekem,marmay,-7.63568,-16.42062,-2.1671
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030203,Fogera,3,ET030203,Fogera,marmay,-7.31518,-19.2449,0.05975
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030204,Farta,3,ET030204,Farta,marmay,-16.96018,-30.42171,-5.35086
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030205,Lay Gayint,3,ET030205,Lay Gayint,marmay,-16.64183,-29.79031,-0.74463
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030206,Tach Gayint,3,ET030206,Tach Gayint,marmay,-21.37968,-30.17065,-4.95605
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030207,Semada,3,ET030207,Semada,marmay,-24.55698,-41.89709,2.22878
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030208,East Esite,3,ET030208,East Esite,marmay,-5.25496,-21.3623,12.88049
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030209,Dera (AM),3,ET030209,Dera (AM),marmay,2.09204,-15.28284,18.79164
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030210,Debre Tabor town,3,ET030210,Debre Tabor town,marmay,-22.09073,-25.09627,-15.68547
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030211,Andabet/ West Esite,3,ET030211,Andabet/ West Esite,marmay,12.33012,-10.14458,25.6812
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030212,Guna Begemider,3,ET030212,Guna Begemider,marmay,-15.48412,-29.80993,-4.40715
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030213,Mena Meketewa,3,ET030213,Mena Meketewa,marmay,-17.92455,-25.86251,-6.00958
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030214,Sede Muja,3,ET030214,Sede Muja,marmay,-29.05711,-39.70834,-20.03287
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030215,Nefas Mewicha town,3,ET030215,Nefas Mewicha town,marmay,-8.08549,-8.08549,-8.08549
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030216,Wegeda town,3,ET030216,Wegeda town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030217,Ebenat town,3,ET030217,Ebenat town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030218,Hamusit town,3,ET030218,Hamusit town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030293,Woreta town,3,ET030293,Woreta town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030298,Mekan Eyesuse,3,ET030298,Mekan Eyesuse,marmay,-19.59419,-19.59419,-19.59419
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030299,Adiss Zemen town,3,ET030299,Adiss Zemen town,marmay,-3.84564,-3.84564,-3.84564
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030301,Bugna,3,ET030301,Bugna,marmay,-27.883,-42.12508,-13.28452
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030302,Raya Kobo,3,ET030302,Raya Kobo,marmay,22.44453,-12.25911,64.35194
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030303,Gidan,3,ET030303,Gidan,marmay,-12.18609,-28.56534,17.9514
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030304,Meket,3,ET030304,Meket,marmay,-23.72599,-33.18584,-11.28052
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030305,Wadla,3,ET030305,Wadla,marmay,-2.06723,-27.5658,22.93668
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030306,Hara town,3,ET030306,Hara town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030307,Guba Lafto,3,ET030307,Guba Lafto,marmay,14.37754,-8.05907,44.71167
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030308,Habru,3,ET030308,Habru,marmay,56.37608,18.78096,99.63513
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030309,Woldiya town,3,ET030309,Woldiya town,marmay,45.22164,42.73074,47.71254
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030310,Lasta,3,ET030310,Lasta,marmay,-20.75882,-33.07093,-6.18958
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030311,Dawunt,3,ET030311,Dawunt,marmay,-16.68071,-25.19067,-6.41602
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030312,Gazo,3,ET030312,Gazo,marmay,-1.10834,-9.35129,7.69862
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030313,Angot,3,ET030313,Angot,marmay,-8.09849,-17.5204,5.54166
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030314,Filakit town,3,ET030314,Filakit town,marmay,-25.8792,-25.8792,-25.8792
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030315,Gashena town,3,ET030315,Gashena town,marmay,-2.7739,-2.7739,-2.7739
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030397,Mersa town,3,ET030397,Mersa town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030398,Lalibela town,3,ET030398,Lalibela town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030399,Kobo town,3,ET030399,Kobo town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030401,Argoba,3,ET030401,Argoba,marmay,34.61112,14.30006,51.98529
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030402,Tenta,3,ET030402,Tenta,marmay,11.27239,-13.69936,54.2253
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030403,Kutaber,3,ET030403,Kutaber,marmay,13.25245,-2.25281,41.05106
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030404,Ambasel,3,ET030404,Ambasel,marmay,22.79618,-4.37073,51.7029
